,Unnamed: 0,policy_id,customer_gender_male,customer_education,incident_type_collision,fraud,num_injuries,policy_liability,customer_gender_female,incident_severity,authorities_contacted_fire,collision_type_front,incident_type_theft,authorities_contacted_none,collision_type_rear,policy_state_or,policy_annual_premium,policy_state_az,incident_type_breakin,collision_type_na,driver_relationship_na,num_witnesses,months_as_customer,policy_state_nv,policy_state_id,incident_hour,incident_month,authorities_contacted_ambulance,driver_relationship_spouse,incident_day,policy_state_ca,driver_relationship_child,total_claim_amount,vehicle_claim,injury_claim,num_claims_past_year,customer_age,auto_year,police_report_available,incident_dow,num_vehicles_involved,num_insurers_past_5_years,collision_type_side,driver_relationship_self,policy_state_wa,policy_deductable,driver_relationship_other,authorities_contacted_police
3448,3448,206,0,3,0,1,0,0,1,1,0,0,1,0,0,0,3000,1,0,1,1,0,58,0,0,14,1,0,0,24,0,0,77955.0,11155.0,66800.0,0,35,2015,0,3,1,2,0,0,0,750,0,1
3449,3449,1857,0,3,1,0,0,1,1,2,0,0,0,0,0,0,3000,0,0,0,0,3,122,0,0,14,7,0,0,18,1,0,50437.0,41937.0,8500.0,0,45,2019,1,3,3,1,1,0,0,750,1,1
3450,3450,3648,0,3,1,0,1,1,1,2,0,1,0,0,0,0,3000,0,0,0,0,0,1,0,0,20,6,0,0,14,0,0,79848.0,30948.0,48900.0,0,20,2015,1,4,3,4,0,1,1,750,0,1
3451,3451,482,0,3,1,0,1,1,1,2,0,1,0,0,0,1,3000,0,0,0,0,3,37,0,0,18,8,0,1,5,0,0,243012.0,33212.0,209800.0,0,35,2015,1,0,3,2,0,0,0,750,0,1
3452,3452,3878,0,4,1,0,3,0,1,2,1,0,0,0,0,0,2750,0,0,0,0,0,135,0,0,20,6,0,0,21,1,0,48477.0,39577.0,8900.0,0,66,2020,0,4,2,1,1,1,0,750,0,0
3453,3453,1378,1,4,1,0,0,0,0,0,0,1,0,0,0,0,3000,0,0,0,0,2,144,0,0,16,10,0,0,8,1,0,23747.0,12847.0,10900.0,0,61,2017,0,1,2,1,0,1,0,750,0,1
3454,3454,3031,0,4,1,0,1,1,1,2,1,0,0,0,1,0,3000,0,0,0,0,1,175,0,0,18,8,0,0,12,1,0,49356.0,30156.0,19200.0,0,64,2017,0,0,2,1,0,1,0,750,0,0
3455,3455,3081,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2700,0,0,0,0,4,214,0,0,7,2,0,0,14,1,0,179142.0,10342.0,168800.0,0,41,2012,1,3,4,1,0,1,0,750,0,1
3456,3456,3318,1,1,1,0,0,1,0,1,0,0,0,0,1,1,3000,0,0,0,0,0,104,0,0,5,12,0,0,4,0,1,36701.0,19001.0,17700.0,0,41,2015,0,2,2,1,0,0,0,750,0,1
3457,3457,3406,0,1,1,0,0,1,1,0,0,1,0,1,0,0,3000,0,0,0,0,1,32,0,0,16,8,0,0,4,0,0,16400.0,11000.0,5400.0,0,50,2014,0,6,2,1,0,1,1,750,0,0
3458,3458,240,1,4,1,0,0,1,0,2,0,1,0,0,0,0,3000,0,0,0,0,1,85,0,0,13,11,0,0,5,1,0,33579.0,30579.0,3000.0,0,34,2014,1,1,3,1,0,1,0,750,0,1
3459,3459,2036,1,1,0,1,0,1,0,0,0,0,0,0,0,0,3000,0,1,1,1,0,151,0,0,20,4,0,0,12,0,0,34681.0,6781.0,27900.0,0,44,2005,0,4,1,1,0,0,1,750,0,1
3460,3460,2081,0,1,1,0,1,1,1,1,0,1,0,0,0,0,2950,0,0,0,0,1,6,0,0,9,2,0,0,20,1,0,46981.0,23081.0,23900.0,0,19,2019,1,2,2,5,0,1,0,750,0,1
3461,3461,509,1,1,1,0,0,3,0,0,0,1,0,1,0,0,3000,0,0,0,0,0,225,0,0,7,10,0,0,16,1,0,26961.0,7861.0,19100.0,1,54,2018,0,2,2,1,0,1,0,750,0,0
3462,3462,3904,0,3,1,0,0,3,1,0,0,0,0,1,1,0,3000,0,0,0,0,2,49,0,0,8,6,0,0,10,0,0,88004.0,12704.0,75300.0,0,22,2014,0,0,2,1,0,1,1,750,0,0
3463,3463,2551,0,3,1,0,1,1,1,0,0,0,0,1,1,0,3000,0,0,0,0,2,22,0,0,7,12,0,0,17,1,0,21362.0,14662.0,6700.0,0,29,2019,0,1,2,4,0,0,0,750,1,0
3464,3464,1242,1,3,1,0,1,3,0,2,0,1,0,0,0,0,3000,1,0,0,0,1,80,0,0,13,1,1,0,28,0,0,47834.0,39334.0,8500.0,0,50,2020,0,0,2,1,0,1,0,750,0,0
3465,3465,4665,0,3,1,0,0,0,1,0,0,1,0,1,0,0,2950,0,0,0,0,0,48,0,0,21,9,0,0,27,1,1,50177.0,2577.0,47600.0,0,23,2015,0,4,2,1,0,0,0,750,0,0
3466,3466,3047,1,3,1,0,0,1,0,0,0,0,0,1,1,0,2650,0,0,0,0,0,67,0,0,15,3,0,0,31,1,0,47033.0,3033.0,44000.0,0,41,2019,0,6,1,1,0,1,0,750,0,0
3467,3467,3135,1,3,1,0,1,3,0,2,0,1,0,0,0,0,2850,0,0,0,0,1,30,0,0,4,4,0,0,13,1,0,65095.0,33695.0,31400.0,0,38,2016,1,5,2,3,0,1,0,750,0,1
3468,3468,1557,0,4,1,0,0,1,0,0,0,0,0,1,0,0,3000,0,0,0,0,0,115,0,0,17,3,0,0,31,1,0,23144.0,5744.0,17400.0,0,47,2012,0,6,1,1,1,1,0,750,0,0
3469,3469,1743,1,3,1,0,0,1,0,0,0,0,0,1,1,0,3000,1,0,0,0,1,179,0,0,18,8,0,0,21,0,0,18910.0,12310.0,6600.0,0,58,2018,0,2,2,1,0,1,0,750,0,0
3470,3470,3430,0,1,1,0,1,1,1,1,0,0,0,0,0,0,3000,0,0,0,0,2,46,0,0,7,1,0,0,25,1,0,73734.0,12234.0,61500.0,0,39,2019,1,4,3,3,1,1,0,750,0,1
3471,3471,244,1,3,1,0,4,1,0,2,0,0,0,0,0,0,2900,1,0,0,0,1,11,0,0,11,6,0,0,13,0,0,37698.0,35598.0,2100.0,0,30,2017,1,3,3,5,1,1,0,750,0,1
3472,3472,3631,0,3,1,0,0,3,1,0,0,0,0,1,0,0,3000,0,0,0,0,1,184,1,0,5,2,0,0,20,0,0,32459.0,15859.0,16600.0,1,61,2020,0,2,2,1,1,1,0,750,0,0
3473,3473,2251,1,3,1,0,2,1,0,2,0,0,0,0,0,0,3000,0,0,0,0,3,149,0,0,10,3,0,0,20,1,0,41720.0,26620.0,15100.0,0,41,2016,1,2,4,1,1,1,0,750,0,1
3474,3474,700,0,4,1,0,0,1,1,0,0,1,0,1,0,0,3000,0,0,0,0,0,173,0,0,18,1,0,1,23,1,0,38886.0,12286.0,26600.0,0,68,2020,0,2,1,1,0,0,0,750,0,0
3475,3475,790,1,4,1,0,0,1,0,0,0,0,0,0,1,0,3000,0,0,0,0,2,87,0,0,16,7,0,0,29,0,0,56139.0,10739.0,45400.0,0,30,2011,1,0,3,1,0,1,1,750,0,1
3476,3476,969,1,4,1,0,0,2,0,1,0,1,0,0,0,0,3000,0,0,0,0,0,144,0,0,5,4,0,0,15,1,0,34637.0,18337.0,16300.0,0,50,2012,1,0,2,1,0,1,0,750,0,1
3477,3477,2728,0,1,1,0,0,1,1,0,0,0,0,1,1,1,3000,0,0,0,0,0,196,0,0,9,3,0,0,29,0,0,16528.0,3728.0,12800.0,0,54,2008,0,4,2,1,0,1,0,900,0,0
3478,3478,3245,0,3,1,0,1,2,1,2,0,0,0,0,1,0,3000,1,0,0,0,1,116,0,0,21,7,0,0,16,0,0,55931.0,24131.0,31800.0,0,54,2011,1,1,3,1,0,1,0,750,0,1
3479,3479,3550,0,1,1,0,0,0,1,1,0,0,0,0,0,0,3000,0,0,0,0,1,123,0,0,11,6,0,0,25,1,0,36575.0,17175.0,19400.0,0,68,2020,1,1,3,1,1,0,0,750,1,1
3480,3480,3753,0,1,1,0,2,1,1,2,1,1,0,0,0,0,2500,0,0,0,0,1,69,0,0,17,10,0,0,22,1,0,45269.0,37569.0,7700.0,0,70,2019,0,1,2,1,0,1,0,750,0,0
3481,3481,673,0,1,1,0,3,2,1,2,0,1,0,0,0,1,3000,0,0,0,0,1,55,0,0,22,5,0,0,29,0,0,113420.0,39120.0,74300.0,0,65,2017,1,2,3,1,0,1,0,750,0,1
3482,3482,4346,1,3,1,0,0,0,0,0,0,1,0,1,0,0,3000,0,0,0,0,0,91,0,0,11,6,0,0,18,1,0,43587.0,3587.0,40000.0,0,39,2020,0,1,1,1,0,1,0,750,0,0
3483,3483,2686,1,2,1,0,0,3,0,0,0,0,0,0,1,0,3000,0,0,0,0,1,251,0,0,18,2,0,0,18,1,0,43641.0,18541.0,25100.0,0,45,2019,1,0,2,1,0,1,0,750,0,1
3484,3484,4570,1,1,1,0,0,0,0,0,0,0,0,1,0,0,3000,0,0,0,0,1,103,0,0,20,1,0,0,18,1,0,51768.0,15368.0,36400.0,0,29,2018,0,4,2,1,1,1,0,750,0,0
3485,3485,1206,0,1,1,0,3,2,0,1,0,0,0,0,0,0,2900,0,0,0,0,2,55,0,0,14,7,0,0,16,1,0,36992.0,16192.0,20800.0,0,37,2019,1,1,2,1,1,0,0,750,1,1
3486,3486,4738,0,3,1,0,1,1,0,0,0,0,0,1,0,0,3000,0,0,0,0,0,119,0,0,9,6,0,0,8,1,0,35172.0,13372.0,21800.0,0,39,2012,0,5,2,1,1,1,0,750,0,0
3487,3487,3255,1,3,1,0,0,2,0,1,0,1,0,0,0,0,3000,0,0,0,0,1,80,0,0,16,6,0,0,4,0,0,40336.0,12636.0,27700.0,0,45,2015,0,1,2,1,0,1,1,750,0,1
3488,3488,3505,0,3,1,0,1,2,0,1,0,1,0,0,0,0,3000,0,0,0,0,2,233,0,0,14,1,0,0,24,0,0,27161.0,18261.0,8900.0,0,45,2016,1,3,2,1,0,1,1,750,0,1
3489,3489,583,0,3,1,0,1,1,1,1,0,0,0,0,0,0,2800,0,0,0,0,2,195,0,0,20,10,0,0,1,1,0,25162.0,21762.0,3400.0,0,52,2019,1,1,3,1,1,1,0,750,0,1
3490,3490,688,0,3,1,0,0,2,1,0,0,1,0,1,0,1,2900,0,0,0,0,2,92,0,0,6,1,0,1,31,0,0,16639.0,3539.0,13100.0,0,43,2019,0,3,2,1,0,0,0,750,0,0
3491,3491,919,0,1,1,0,1,1,1,1,0,1,0,0,0,0,3000,0,0,0,0,1,213,1,0,22,12,0,0,14,0,0,38610.0,15210.0,23400.0,0,50,2014,1,5,3,1,0,1,0,750,0,1
3492,3492,1021,0,3,1,0,0,1,1,1,0,1,0,0,0,0,2700,0,0,0,0,3,56,0,0,11,9,0,1,1,1,0,18254.0,9854.0,8400.0,0,43,2009,0,6,2,1,0,0,0,750,0,1
3493,3493,1023,0,0,1,0,0,3,1,0,0,0,0,1,0,0,2850,0,0,0,0,0,120,0,0,16,11,0,0,8,0,0,24604.0,11404.0,13200.0,0,46,2020,0,4,2,1,1,1,1,750,0,0
3494,3494,2635,1,3,1,0,0,2,0,1,0,0,0,0,0,0,3000,0,0,0,0,0,209,0,0,16,8,0,0,29,1,0,42823.0,19823.0,23000.0,0,59,2018,1,3,2,1,1,1,0,750,0,1
3495,3495,1141,0,4,1,1,0,1,1,0,0,0,0,1,1,0,3000,0,0,0,0,0,39,0,0,11,4,0,0,8,0,0,16056.0,12256.0,3800.0,0,64,2016,0,0,1,3,0,1,1,750,0,0
3496,3496,4885,1,4,1,0,0,3,0,1,0,0,0,0,1,0,3000,0,0,0,0,0,132,0,0,13,4,0,0,20,0,0,68912.0,20612.0,48300.0,0,47,2019,0,5,2,1,0,1,1,750,0,1
3497,3497,4996,1,2,1,1,0,1,0,0,0,1,0,1,0,0,2550,0,0,0,0,3,4,0,0,5,8,0,0,7,1,0,17194.0,1494.0,15700.0,0,33,2015,0,2,2,3,0,1,0,750,0,0
3498,3498,1671,0,3,1,0,1,0,1,1,0,1,0,0,0,0,3000,1,0,0,0,2,107,0,0,14,7,0,0,14,0,0,71385.0,21185.0,50200.0,0,44,2018,0,6,2,1,0,1,0,750,0,1
3499,3499,139,0,2,1,0,0,2,0,1,0,0,0,0,0,0,3000,0,0,0,0,1,112,0,0,4,7,0,0,23,0,0,66303.0,16103.0,50200.0,0,29,2013,0,1,2,1,1,1,1,750,0,1
3500,3500,2130,0,3,1,0,1,0,1,1,0,1,0,0,0,0,2800,0,0,0,0,2,13,0,0,13,12,0,0,5,1,0,24094.0,20694.0,3400.0,0,20,2016,1,3,3,1,0,1,0,750,0,1
3501,3501,2204,0,1,1,0,0,0,1,0,0,1,0,1,0,0,2700,0,0,0,0,1,57,0,0,17,8,0,0,1,1,0,80079.0,9779.0,70300.0,0,56,2006,0,3,2,2,0,1,0,750,0,0
3502,3502,2301,1,1,1,0,0,1,0,0,0,1,0,1,0,0,3000,0,0,0,0,0,73,0,0,8,8,0,0,2,1,0,11613.0,8213.0,3400.0,0,27,2018,0,4,1,1,0,1,0,750,0,0
3503,3503,4124,1,3,1,0,0,2,0,0,0,1,0,1,0,0,2950,0,0,0,0,3,14,0,0,16,5,0,0,12,0,0,35883.0,12383.0,23500.0,0,20,2015,0,6,2,2,0,1,1,750,0,0
3504,3504,2425,1,3,1,0,0,0,0,1,0,0,0,0,1,0,3000,0,0,0,0,0,15,0,0,18,3,1,0,31,1,0,18883.0,10683.0,8200.0,0,32,2013,0,6,1,5,0,1,0,750,0,0
3505,3505,2598,1,4,1,0,0,3,0,1,0,1,0,0,0,0,3000,0,0,0,0,0,111,0,0,9,1,0,0,16,1,0,28750.0,20250.0,8500.0,0,60,2013,1,2,2,1,0,1,0,750,0,1
3506,3506,1081,1,3,1,1,1,0,0,2,0,0,0,0,0,0,3000,0,0,0,0,2,113,0,0,3,3,0,0,10,1,0,56878.0,30478.0,26400.0,1,41,2018,1,6,3,1,1,1,0,750,0,1
3507,3507,2796,0,4,1,0,4,0,1,1,0,1,0,0,0,0,2300,1,0,0,0,1,115,0,0,5,4,0,0,20,0,0,15944.0,9144.0,6800.0,0,53,2006,1,5,4,1,0,1,0,750,0,1
3508,3508,1458,0,4,1,0,0,1,1,0,0,1,0,0,0,0,2800,0,0,0,0,1,152,0,0,9,7,0,0,4,0,0,47058.0,18658.0,28400.0,0,41,2017,1,3,3,1,0,1,1,750,0,1
3509,3509,3342,1,3,1,0,1,2,0,2,0,0,0,0,0,0,3000,0,0,0,0,2,92,0,0,13,4,0,0,23,0,0,40309.0,35509.0,4800.0,2,62,2018,1,1,3,1,1,1,1,750,0,1
3510,3510,164,1,3,1,0,0,0,0,0,0,1,0,0,0,0,3000,0,0,0,0,2,98,0,0,15,5,0,0,29,1,0,45479.0,3779.0,41700.0,0,47,2013,1,2,2,1,0,0,0,750,1,1
3511,3511,294,0,2,1,0,1,2,1,2,0,1,0,0,0,0,3000,0,0,0,0,0,39,0,0,10,8,1,0,28,1,1,91467.0,38067.0,53400.0,0,30,2019,0,2,2,3,0,0,0,750,0,0
3512,3512,572,0,1,1,0,0,1,1,2,0,1,0,0,0,0,2900,0,0,0,0,2,3,0,0,19,3,0,0,17,0,0,75229.0,31229.0,44000.0,0,19,2016,1,6,3,4,0,1,1,750,0,1
3513,3513,943,0,4,1,0,3,3,1,1,0,1,0,0,0,0,3000,0,0,0,0,3,14,0,0,13,10,0,0,10,1,0,36816.0,16716.0,20100.0,0,30,2020,1,3,3,2,0,0,0,750,1,1
3514,3514,2516,0,1,1,0,0,2,1,1,0,1,0,0,0,0,3000,0,0,0,0,0,109,0,0,20,8,0,0,31,0,0,26043.0,21543.0,4500.0,0,55,2018,0,5,1,1,0,1,1,750,0,1
3515,3515,4387,1,4,1,0,1,2,0,1,0,1,0,0,0,0,3000,0,0,0,0,0,53,0,0,5,11,0,1,9,0,0,36610.0,18110.0,18500.0,0,40,2019,1,5,2,2,0,0,1,750,0,1
3516,3516,1203,1,2,1,0,1,1,0,0,0,0,0,1,0,0,3000,0,0,0,0,1,18,0,0,7,5,0,0,10,1,0,11342.0,8242.0,3100.0,1,26,2011,0,4,2,1,1,1,0,750,0,0
3517,3517,1273,0,3,1,0,0,0,1,1,0,1,0,0,0,0,2700,0,0,0,0,0,194,0,0,9,4,0,1,7,1,0,42574.0,20374.0,22200.0,0,60,2015,1,6,2,1,0,0,0,750,0,1
3518,3518,3025,0,3,1,0,2,2,1,2,1,0,0,0,1,0,2900,0,0,0,0,0,113,0,0,11,11,0,0,1,1,0,115760.0,36360.0,79400.0,0,50,2018,0,4,2,1,0,1,0,750,0,0
3519,3519,3053,0,3,1,0,4,0,1,2,0,1,0,0,0,0,3000,0,0,0,0,1,57,0,0,4,11,1,0,19,1,0,59354.0,45054.0,14300.0,0,24,2020,0,1,2,1,0,1,0,750,0,0
3520,3520,1537,0,3,1,0,0,3,1,1,0,1,0,0,0,0,3000,0,0,0,0,0,46,0,0,9,5,0,0,7,1,0,20643.0,10843.0,9800.0,0,52,2017,1,1,3,2,0,1,0,750,0,1
3521,3521,3225,0,1,1,0,0,2,0,1,0,1,0,0,0,0,2750,0,0,0,0,0,81,0,0,10,1,0,0,22,1,0,37398.0,1698.0,35700.0,0,55,2007,0,1,2,1,0,1,0,750,0,1
3522,3522,3226,0,4,1,0,3,3,0,1,0,0,0,0,1,0,3000,0,0,0,0,1,61,0,0,11,5,0,0,28,0,0,41729.0,20029.0,21700.0,0,32,2016,1,1,2,1,0,1,1,750,0,1
3523,3523,205,0,3,1,0,0,1,1,0,0,1,0,0,0,0,3000,0,0,0,0,4,29,1,0,5,5,0,0,3,0,0,70640.0,20740.0,49900.0,0,37,2011,1,4,4,2,0,1,0,750,0,1
3524,3524,3596,1,2,1,0,0,2,0,1,0,0,0,0,1,0,3000,0,0,0,0,0,22,0,0,6,3,0,0,13,1,0,29057.0,19257.0,9800.0,0,49,2019,1,2,2,4,0,1,0,750,0,1
3525,3525,591,0,3,1,0,0,1,1,0,0,1,0,0,0,1,3000,0,0,0,0,0,127,0,0,6,10,0,0,5,0,0,36702.0,9102.0,27600.0,1,59,2018,0,5,2,1,0,1,0,750,0,1
3526,3526,2197,1,3,1,0,3,0,0,1,0,1,0,0,0,0,3000,0,0,0,0,1,32,0,0,4,8,0,0,21,1,0,26448.0,18048.0,8400.0,0,38,2013,1,2,3,2,0,1,0,750,0,1
3527,3527,2320,1,1,1,0,0,0,0,0,0,1,0,0,0,0,3000,1,0,0,0,1,34,0,0,19,2,0,0,16,0,0,34211.0,18211.0,16000.0,0,39,2012,1,5,3,2,0,1,0,750,0,1
3528,3528,962,0,3,1,0,1,0,1,2,1,1,0,0,0,0,2900,0,0,0,0,0,99,0,0,13,5,0,0,10,1,0,38338.0,35638.0,2700.0,0,63,2019,0,4,1,1,0,1,0,750,0,0
3529,3529,4538,0,3,1,0,4,0,1,2,0,0,0,0,0,0,2650,0,0,0,0,2,193,0,0,21,10,0,0,23,1,0,37591.0,36091.0,1500.0,0,57,2016,1,2,2,1,1,1,0,750,0,1
3530,3530,4592,0,3,1,0,0,0,1,1,0,0,0,0,1,0,3000,0,0,0,0,0,204,0,0,19,11,0,0,19,1,0,26055.0,10755.0,15300.0,0,37,2014,0,1,1,1,0,1,0,750,0,1
3531,3531,2833,0,3,1,0,0,3,1,2,0,0,0,0,0,0,3000,0,0,0,0,4,63,0,0,11,2,0,0,4,1,0,65911.0,33311.0,32600.0,0,23,2020,1,0,4,1,1,1,0,750,0,1
3532,3532,1389,1,3,1,0,0,1,0,0,0,0,0,1,1,0,2800,0,0,0,0,0,15,0,0,7,9,0,0,12,1,0,19146.0,12246.0,6900.0,0,39,2018,0,3,2,2,0,1,0,750,0,0
3533,3533,1527,0,4,1,0,0,0,1,0,0,1,0,0,0,0,3000,0,0,0,0,1,82,0,0,0,3,0,0,5,1,0,23747.0,11947.0,11800.0,0,70,2017,0,1,2,1,0,1,0,750,0,1
3534,3534,3192,1,3,1,0,0,2,0,0,0,0,0,1,1,0,3000,1,0,0,0,1,87,0,0,1,4,0,1,12,0,0,2100.0,1000.0,1100.0,0,27,2005,0,4,2,1,0,0,0,750,0,0
3535,3535,16,0,1,1,0,0,1,1,0,0,0,0,0,1,0,2750,0,0,0,0,1,6,0,0,8,8,0,0,6,0,1,12957.0,6057.0,6900.0,0,39,2009,1,1,3,2,0,0,1,750,0,1
3536,3536,1760,1,1,1,0,0,0,0,0,0,0,0,1,1,0,3000,0,0,0,0,0,81,0,0,15,1,0,0,15,1,0,18755.0,10955.0,7800.0,0,40,2018,0,1,2,1,0,1,0,750,0,0
3537,3537,3456,1,2,1,0,1,2,0,2,0,0,0,0,0,1,3000,0,0,0,0,1,114,0,0,12,10,0,0,16,0,0,61714.0,37014.0,24700.0,0,66,2019,1,2,3,1,1,1,0,750,0,1
3538,3538,339,0,3,1,0,4,2,1,2,1,1,0,0,0,0,2650,0,0,0,0,0,139,0,0,11,9,0,0,10,1,0,38542.0,20742.0,17800.0,0,35,2011,0,1,2,1,0,1,0,750,0,0
3539,3539,2018,0,3,1,0,2,0,1,2,0,0,0,0,1,0,3000,0,0,0,0,1,250,0,0,17,8,0,0,13,1,0,38616.0,27316.0,11300.0,0,62,2016,0,1,2,1,0,1,0,750,0,1
3540,3540,452,1,2,1,0,1,1,0,2,0,0,0,0,1,0,2750,1,0,0,0,1,86,0,0,11,11,0,0,19,0,0,104444.0,31944.0,72500.0,0,32,2017,1,1,2,1,0,1,0,750,0,1
3541,3541,479,0,3,1,0,0,1,1,0,0,0,0,1,1,0,3000,0,0,0,0,4,152,0,0,6,11,0,0,13,1,0,21455.0,14655.0,6800.0,0,57,2020,0,2,2,1,0,1,0,750,0,0
3542,3542,3818,1,3,1,0,0,1,0,0,0,1,0,0,0,0,3000,0,0,0,0,1,25,0,0,2,5,0,0,22,0,0,22413.0,13513.0,8900.0,0,32,2019,1,2,4,2,0,1,1,750,0,1
3543,3543,2238,0,4,1,0,0,2,1,1,0,1,0,0,0,0,2900,0,0,0,0,0,142,0,0,6,10,0,0,12,0,0,20825.0,15125.0,5700.0,0,37,2015,0,5,1,1,0,1,1,750,0,1
3544,3544,838,0,4,1,0,2,1,1,2,0,1,0,0,0,0,3000,0,0,0,0,1,13,0,0,18,5,1,0,30,1,0,39934.0,22534.0,17400.0,0,46,2013,0,3,2,5,0,1,0,750,0,0
3545,3545,4482,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3000,0,1,1,1,0,69,0,0,6,8,0,0,17,1,0,39817.0,10517.0,29300.0,0,45,2018,0,5,1,1,0,0,0,750,0,1
3546,3546,2865,0,4,1,0,0,3,1,1,0,1,0,0,0,0,3000,0,0,0,0,2,16,0,1,13,11,0,0,30,0,0,26624.0,14224.0,12400.0,0,53,2010,1,5,2,3,0,1,0,750,0,1
3547,3547,4743,0,3,0,0,0,1,1,0,0,0,0,0,0,0,3000,0,1,1,1,0,77,0,0,12,5,0,0,26,1,0,48160.0,10560.0,37600.0,0,39,2014,0,6,1,1,0,0,0,750,0,1
3548,3548,1478,1,4,0,0,0,1,0,0,0,0,0,0,0,0,3000,0,1,1,1,0,50,0,1,19,10,0,0,14,0,0,13546.0,3746.0,9800.0,0,24,2016,0,0,1,1,0,0,0,750,0,1
3549,3549,3791,1,4,1,0,0,1,0,1,0,1,0,0,0,0,2800,0,0,0,0,1,40,0,0,18,3,0,0,26,1,0,39580.0,19080.0,20500.0,0,39,2016,1,1,2,2,0,1,0,750,0,1
3550,3550,3865,1,2,1,0,1,3,0,2,0,1,0,0,0,0,3000,0,0,0,0,0,190,0,0,11,5,0,0,29,1,0,59640.0,32840.0,26800.0,0,63,2020,0,2,2,1,0,1,0,750,0,1
3551,3551,4443,1,3,1,0,1,3,0,1,0,0,0,0,0,0,2700,0,0,0,0,0,24,0,0,14,3,0,1,15,1,0,35172.0,16572.0,18600.0,0,32,2014,1,4,3,3,1,0,0,750,0,1
3552,3552,2794,1,4,0,1,0,2,0,0,0,0,0,0,0,1,3000,0,1,1,1,0,307,0,0,12,6,0,0,28,0,0,3989.0,1389.0,2600.0,1,65,2006,0,4,1,1,0,0,0,750,0,1
3553,3553,2872,0,1,1,0,0,0,1,1,0,0,0,0,1,0,3000,0,0,0,0,3,59,0,0,16,3,0,0,19,1,0,64951.0,14551.0,50400.0,0,32,2017,0,1,2,1,0,1,0,750,0,1
3554,3554,4881,1,2,1,0,1,1,0,1,0,0,0,0,0,0,3000,0,0,0,0,2,82,0,0,12,2,0,0,12,0,1,38577.0,23477.0,15100.0,1,50,2018,1,1,3,1,1,0,1,750,0,1
3555,3555,4954,1,3,1,0,0,2,0,1,0,1,0,0,0,0,2700,0,0,0,0,2,105,0,0,6,12,0,0,26,1,0,22425.0,15025.0,7400.0,0,42,2015,0,3,2,1,0,1,0,750,0,1
3556,3556,1987,1,3,1,0,1,1,0,0,0,1,0,1,0,0,2700,0,0,0,0,1,172,0,1,3,1,0,0,15,0,0,14861.0,2661.0,12200.0,0,55,2014,0,1,2,1,0,1,0,750,0,0
3557,3557,381,0,3,1,0,4,0,1,2,0,0,0,0,0,0,3000,0,0,0,0,0,153,0,0,1,12,0,0,9,1,0,37403.0,33003.0,4400.0,0,33,2018,1,0,3,1,1,1,0,750,0,1
3558,3558,3870,0,2,1,0,0,0,1,0,0,0,0,1,0,0,3000,0,0,0,0,0,86,0,0,15,11,0,0,9,1,0,14500.0,6700.0,7800.0,0,54,2017,0,5,1,1,1,1,0,750,0,0
3559,3559,538,1,4,1,0,0,0,0,0,0,1,0,1,0,0,2750,0,0,0,0,0,115,0,0,8,3,0,0,19,1,0,30115.0,12715.0,17400.0,0,48,2018,0,1,2,1,0,1,0,800,0,0
3560,3560,624,1,1,1,0,4,1,0,2,0,1,0,0,0,0,2900,1,0,0,0,3,41,0,0,19,7,0,0,4,0,0,46039.0,31639.0,14400.0,0,42,2019,1,3,2,2,0,1,0,750,0,1
3561,3561,2275,1,3,1,0,0,2,0,1,0,1,0,0,0,0,2650,0,0,0,0,2,124,0,0,11,10,1,0,12,1,0,25316.0,21516.0,3800.0,0,43,2016,0,5,2,1,0,1,0,750,0,0
3562,3562,4197,0,3,1,0,1,0,1,1,0,1,0,0,0,0,3000,0,0,0,0,3,71,0,0,12,6,0,0,5,1,0,31699.0,20199.0,11500.0,0,55,2019,1,2,3,1,0,1,0,750,0,1
3563,3563,4727,0,2,1,0,0,0,1,1,0,0,0,0,0,0,3000,1,0,0,0,1,169,0,0,14,8,0,0,16,0,0,100135.0,15335.0,84800.0,0,56,2017,1,4,3,1,1,1,0,750,0,1
3564,3564,2941,1,3,1,0,0,0,0,0,0,1,0,1,0,0,3000,0,0,0,0,0,158,0,0,12,2,0,0,15,1,0,28666.0,7066.0,21600.0,0,52,2013,0,4,1,1,0,1,0,750,0,0
3565,3565,4813,1,4,1,0,4,1,0,2,0,1,0,0,0,0,3000,0,0,0,0,2,145,0,0,14,8,0,0,29,0,0,56716.0,44516.0,12200.0,0,65,2020,1,3,3,1,0,1,1,750,0,1
3566,3566,27,1,3,1,0,0,1,0,0,0,1,0,1,0,0,3000,0,0,0,0,0,47,0,0,9,4,0,0,14,1,0,12108.0,7408.0,4700.0,0,60,2019,0,6,2,2,0,1,0,750,0,0
3567,3567,2342,1,4,1,0,1,2,0,2,0,1,0,0,0,0,2600,0,0,0,0,1,122,0,0,11,9,1,0,24,0,0,34972.0,26672.0,8300.0,0,33,2014,0,1,2,1,0,1,1,750,0,0
3568,3568,2372,0,3,1,0,0,0,1,0,0,1,0,1,0,0,3000,0,0,0,0,0,152,0,0,18,11,0,0,12,1,0,26843.0,18243.0,8600.0,0,50,2018,0,1,1,1,0,1,0,750,0,0
